Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-28T17:25:54.680Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:25:52.323Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:25:42.408Z","Included","claude-4.5-sonnet-thinking","Yes","1409","789","319060","4159","325417","0.35"
"2025-10-28T17:23:37.860Z","Included","claude-4.5-sonnet-thinking","No","624","745","318643","1471","321483","0.27"
"2025-10-28T17:23:27.090Z","Included","claude-4.5-sonnet-thinking","Yes","11397","873","307679","230","320179","0.33"
"2025-10-28T17:20:51.246Z","Included","claude-4.5-sonnet-thinking","No","3522","308","315011","383","319224","0.27"
"2025-10-28T17:20:40.261Z","Included","claude-4.5-sonnet-thinking","Yes","1477","12","312866","1851","316206","0.29"
"2025-10-28T17:20:19.417Z","Included","claude-4.5-sonnet-thinking","Yes","6379","13","306487","181","313060","0.28"
"2025-10-28T17:19:50.510Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:18:45.156Z","Included","claude-4.5-sonnet-thinking","Yes","295640","1816","12032","3504","312992","2.77"
"2025-10-28T17:08:32.474Z","Included","claude-4.5-sonnet-thinking","No","6185","218","300769","394","307566","0.28"
"2025-10-28T17:08:03.556Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:07:55.720Z","Included","claude-4.5-sonnet-thinking","Yes","5781","804","295530","3483","305598","0.36"
"2025-10-28T17:06:13.376Z","Included","claude-4.5-sonnet-thinking","No","5434","420","295046","725","301625","0.28"
"2025-10-28T17:05:45.624Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:05:32.852Z","Included","claude-4.5-sonnet-thinking","Yes","5881","886","289658","3510","299935","0.36"
"2025-10-28T17:02:23.934Z","Included","claude-4.5-sonnet-thinking","No","5711","325","289145","537","295718","0.27"
"2025-10-28T17:02:17.149Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:02:04.090Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:02:01.554Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:01:48.089Z","Included","claude-4.5-sonnet-thinking","Yes","7337","839","282316","3245","293737","0.36"
"2025-10-28T17:00:37.473Z","Included","claude-4.5-sonnet-thinking","No","6975","383","281824","589","289771","0.28"
"2025-10-28T17:00:36.349Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:00:29.741Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:00:16.686Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:00:13.270Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T17:00:03.034Z","Included","claude-4.5-sonnet-thinking","Yes","9747","1951","272576","3179","287453","0.38"
"2025-10-28T16:58:18.742Z","Included","claude-4.5-sonnet-thinking","No","7929","408","273752","727","282816","0.29"
"2025-10-28T16:58:10.097Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:57:48.213Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:57:43.219Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:57:34.350Z","Included","claude-4.5-sonnet-thinking","Yes","1670","12","271386","4553","277621","0.33"
"2025-10-28T16:57:22.821Z","Included","claude-4.5-sonnet-thinking","Yes","3207","857","269367","310","273741","0.23"
"2025-10-28T16:56:11.584Z","Included","claude-4.5-sonnet-thinking","No","2153","205","269753","260","272371","0.22"
"2025-10-28T16:56:06.068Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:55:59.419Z","Included","claude-4.5-sonnet-thinking","Yes","940","12","268179","1300","270431","0.24"
"2025-10-28T16:55:53.230Z","Included","claude-4.5-sonnet-thinking","Yes","3808","820","265552","188","270368","0.23"
"2025-10-28T16:55:23.436Z","Included","claude-4.5-sonnet-thinking","No","3729","212","265006","309","269256","0.23"
"2025-10-28T16:55:11.268Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:55:04.179Z","Included","claude-4.5-sonnet-thinking","Yes","3782","855","261776","2118","268531","0.28"
"2025-10-28T16:54:29.204Z","Included","claude-4.5-sonnet-thinking","No","3595","224","261227","331","265377","0.23"
"2025-10-28T16:54:15.582Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:54:09.302Z","Included","claude-4.5-sonnet-thinking","Yes","6523","835","255249","2081","264688","0.30"
"2025-10-28T16:50:27.149Z","Included","claude-4.5-sonnet-thinking","No","6408","321","254738","638","262105","0.26"
"2025-10-28T16:49:54.977Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:49:39.760Z","Included","claude-4.5-sonnet-thinking","Yes","5794","1425","249451","3528","260198","0.33"
"2025-10-28T16:48:29.566Z","Included","claude-4.5-sonnet-thinking","No","5776","293","248932","441","255442","0.24"
"2025-10-28T16:47:59.283Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:47:45.771Z","Included","claude-4.5-sonnet-thinking","Yes","6123","902","243343","3555","253923","0.33"
"2025-10-28T16:45:35.304Z","Included","claude-4.5-sonnet-thinking","No","5947","311","242815","523","249596","0.24"
"2025-10-28T16:45:06.919Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:44:57.262Z","Included","claude-4.5-sonnet-thinking","Yes","4586","1115","238744","3446","247891","0.31"
"2025-10-28T16:42:58.454Z","Included","claude-4.5-sonnet-thinking","No","4472","193","238191","327","243183","0.22"
"2025-10-28T16:42:48.610Z","Included","claude-4.5-sonnet-thinking","Yes","8561","805","230181","2649","242196","0.31"
"2025-10-28T16:41:16.170Z","Included","claude-4.5-sonnet-thinking","No","1943","357","236341","579","239220","0.20"
"2025-10-28T16:41:13.448Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:40:38.754Z","Included","claude-4.5-sonnet-thinking","Yes","4231","12","231430","1152","236825","0.24"
"2025-10-28T16:40:27.971Z","Included","claude-4.5-sonnet-thinking","Yes","2428","13","229002","2595","234038","0.26"
"2025-10-28T16:40:19.718Z","Included","claude-4.5-sonnet-thinking","Yes","2842","1394","227344","244","231824","0.20"
"2025-10-28T16:39:06.700Z","Included","claude-4.5-sonnet-thinking","No","2755","1032","226160","540","230487","0.20"
"2025-10-28T16:38:58.960Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:38:43.664Z","Included","claude-4.5-sonnet-thinking","Yes","8709","868","218646","1632","229855","0.28"
"2025-10-28T16:37:36.769Z","Included","claude-4.5-sonnet-thinking","No","2352","441","224303","517","227613","0.20"
"2025-10-28T16:37:29.909Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:37:14.026Z","Included","claude-4.5-sonnet-thinking","Yes","2176","11","221425","1251","224863","0.21"
"2025-10-28T16:37:05.131Z","Included","claude-4.5-sonnet-thinking","Yes","3974","12","217451","1252","222689","0.23"
"2025-10-28T16:36:53.653Z","Included","claude-4.5-sonnet-thinking","Yes","206604","2011","12055","219","220889","1.88"
"2025-10-28T16:35:19.513Z","Included","claude-4.5-sonnet-thinking","No","3222","549","218127","641","222539","0.20"
"2025-10-28T16:34:54.843Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:34:40.303Z","Included","claude-4.5-sonnet-thinking","Yes","2622","9","214780","1949","219360","0.23"
"2025-10-28T16:34:31.128Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:34:02.570Z","Included","claude-4.5-sonnet-thinking","Yes","2795","8","211985","1461","216249","0.22"
"2025-10-28T16:33:53.688Z","Included","claude-4.5-sonnet-thinking","Yes","3298","9","208687","1497","213491","0.22"
"2025-10-28T16:33:46.546Z","Included","claude-4.5-sonnet-thinking","Yes","699","9","207988","168","208864","0.16"
"2025-10-28T16:33:37.582Z","Included","claude-4.5-sonnet-thinking","Yes","193819","822","15354","215","210210","1.76"
"2025-10-28T16:22:52.241Z","Included","claude-4.5-sonnet-thinking","No","1349","394","207477","553","209773","0.18"
"2025-10-28T16:22:36.146Z","Included","claude-4.5-sonnet-thinking","Yes","1539","9","205243","882","207673","0.19"
"2025-10-28T16:22:26.953Z","Included","claude-4.5-sonnet-thinking","Yes","1904","10","203339","912","206165","0.19"
"2025-10-28T16:22:17.925Z","Included","claude-4.5-sonnet-thinking","Yes","1296","11","202043","265","203615","0.16"
"2025-10-28T16:22:11.540Z","Included","claude-4.5-sonnet-thinking","Yes","3834","825","199392","234","204285","0.18"
"2025-10-28T16:20:08.685Z","Included","claude-4.5-sonnet-thinking","No","1332","359","201445","552","203688","0.17"
"2025-10-28T16:19:39.694Z","Included","claude-4.5-sonnet-thinking","Yes","2008","12","198755","863","201638","0.18"
"2025-10-28T16:19:30.256Z","Included","claude-4.5-sonnet-thinking","Yes","546","13","198209","1144","199912","0.09"
"2025-10-28T16:19:19.191Z","Included","claude-4.5-sonnet-thinking","Yes","184040","865","15376","247","200528","0.84"
"2025-10-28T16:17:55.520Z","Included","claude-4.5-sonnet-thinking","No","1870","667","197308","587","200432","0.09"
"2025-10-28T16:17:51.227Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:17:43.756Z","Included","claude-4.5-sonnet-thinking","Yes","1404","11","195154","1008","197577","0.09"
"2025-10-28T16:17:26.792Z","Included","claude-4.5-sonnet-thinking","Yes","1671","12","193483","127","195293","0.08"
"2025-10-28T16:17:20.879Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:17:12.896Z","Included","claude-4.5-sonnet-thinking","Yes","1802","12","191681","879","194374","0.09"
"2025-10-28T16:16:57.218Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:16:30.001Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","177511","11","14170","991","192683","0.82"
"2025-10-28T16:16:22.283Z","Included","claude-4.5-sonnet-thinking","Yes","1456","3","187096","1928","190483","0.11"
"2025-10-28T16:16:12.938Z","Included","claude-4.5-sonnet-thinking","Yes","3617","4","183479","140","187240","0.08"
"2025-10-28T16:15:54.835Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:15:40.056Z","Included","claude-4.5-sonnet-thinking","Yes","1164","3","182315","2226","185708","0.11"
"2025-10-28T16:15:31.638Z","Included","claude-4.5-sonnet-thinking","Yes","3307","866","180207","275","184655","0.08"
"2025-10-28T16:14:43.203Z","Included","claude-4.5-sonnet-thinking","No","1011","318","182194","451","183974","0.08"
"2025-10-28T16:14:32.565Z","Included","claude-4.5-sonnet-thinking","Yes","2513","5","179008","640","182166","0.09"
"2025-10-28T16:14:30.747Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:14:28.132Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:14:15.626Z","Included","claude-4.5-sonnet-thinking","Yes","3955","868","176247","1149","182219","0.10"
"2025-10-28T16:13:22.130Z","Included","claude-4.5-sonnet-thinking","No","3802","245","175695","454","180196","0.09"
"2025-10-28T16:13:07.813Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T16:13:01.589Z","Included","claude-4.5-sonnet-thinking","Yes","705","870","175538","2201","179314","0.11"
"2025-10-28T16:10:34.634Z","Included","claude-4.5-sonnet-thinking","No","678","98","174933","141","175850","0.07"
"2025-10-28T16:10:30.134Z","Included","claude-4.5-sonnet-thinking","Yes","1193","787","174334","332","176646","0.07"
"2025-10-28T16:08:32.542Z","Included","claude-4.5-sonnet-thinking","No","249","452","174624","549","175874","0.07"
"2025-10-28T16:08:26.324Z","Included","claude-4.5-sonnet-thinking","Yes","763","6","173155","182","174106","0.07"
"2025-10-28T16:08:20.141Z","Included","claude-4.5-sonnet-thinking","No","6049","1606","168421","244","176320","0.09"
"2025-10-28T16:06:39.984Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","158912","257","14821","335","174325","0.73"
"2025-10-28T16:06:35.050Z","Included","claude-4.5-sonnet-thinking","Yes","542","7","167366","2628","170543","0.11"
"2025-10-28T16:06:30.369Z","Included","claude-4.5-sonnet-thinking","Yes","260","7","167106","130","167503","0.06"
"2025-10-28T16:06:24.569Z","Included","claude-4.5-sonnet-thinking","Yes","3691","828","164603","200","169322","0.08"
"2025-10-28T16:05:15.718Z","Included","claude-4.5-sonnet-thinking","No","2201","268","165600","295","168364","0.07"
"2025-10-28T16:05:02.867Z","Included","claude-4.5-sonnet-thinking","Yes","925","6","164019","2118","167068","0.10"
"2025-10-28T16:04:57.083Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","203","7","163816","734","164760","0.07"
"2025-10-28T16:04:51.267Z","Included","claude-4.5-sonnet-thinking","Yes","401","8","163415","150","163974","0.06"
"2025-10-28T16:04:45.738Z","Included","claude-4.5-sonnet-thinking","Yes","3564","784","161029","221","165598","0.08"
"2025-10-28T16:03:57.474Z","Included","claude-4.5-sonnet-thinking","No","1032","327","163013","587","164959","0.07"
"2025-10-28T16:03:52.124Z","Included","claude-4.5-sonnet-thinking","Yes","312","8","162025","129","162474","0.06"
"2025-10-28T16:03:47.666Z","Included","claude-4.5-sonnet-thinking","Yes","2174","9","159851","140","162174","0.07"
"2025-10-28T16:03:37.262Z","Included","claude-4.5-sonnet-thinking","Yes","4159","2377","156873","334","163743","0.09"
"2025-10-28T16:02:27.966Z","Included","claude-4.5-sonnet-thinking","No","800","329","159888","442","161459","0.07"
"2025-10-28T16:02:17.471Z","Included","claude-4.5-sonnet-thinking","Yes","998","11","158222","485","159716","0.07"
"2025-10-28T16:02:10.673Z","Included","claude-4.5-sonnet-thinking","Yes","1013","12","157209","577","158811","0.07"
"2025-10-28T16:02:05.267Z","Included","claude-4.5-sonnet-thinking","Yes","1517","12","155692","178","157399","0.07"
"2025-10-28T16:01:56.172Z","Included","claude-4.5-sonnet-thinking","Yes","141523","903","15364","285","158075","0.65"
"2025-10-28T14:43:17.421Z","Included","claude-4.5-sonnet-thinking","No","856","212","152191","336","153595","0.06"
"2025-10-28T14:43:10.537Z","Included","claude-4.5-sonnet-thinking","Yes","1503","7","150053","658","152221","0.07"
"2025-10-28T14:43:05.008Z","Included","claude-4.5-sonnet-thinking","Yes","2031","7","148022","192","150252","0.07"
"2025-10-28T14:42:59.632Z","Included","claude-4.5-sonnet-thinking","Yes","2512","1951","146687","168","151318","0.07"
"2025-10-28T14:42:13.704Z","Included","claude-4.5-sonnet-thinking","No","2484","184","146138","249","149055","0.07"
"2025-10-28T14:42:03.464Z","Included","claude-4.5-sonnet-thinking","Yes","5177","2211","141511","968","149867","0.10"
"2025-10-28T14:39:20.072Z","Included","claude-4.5-sonnet-thinking","No","919","1137","145657","709","148422","0.07"
"2025-10-28T14:39:16.013Z","Included","claude-4.5-sonnet-thinking","Yes","568","7","144284","424","145283","0.06"
"2025-10-28T14:39:10.110Z","Included","claude-4.5-sonnet-thinking","Yes","182","8","144102","142","144434","0.06"
"2025-10-28T14:38:58.237Z","Included","claude-4.5-sonnet-thinking","Yes","1030","9","143072","135","144246","0.06"
"2025-10-28T14:38:51.289Z","Included","claude-4.5-sonnet-thinking","Yes","2739","10","140333","953","144035","0.08"
"2025-10-28T14:38:35.852Z","Included","claude-4.5-sonnet-thinking","No","129486","3740","12354","507","146087","0.60"
"2025-10-28T14:25:53.127Z","Included","claude-4.5-sonnet-thinking","No","1347","308","139664","291","141610","0.06"
"2025-10-28T14:25:37.140Z","Included","claude-4.5-sonnet-thinking","Yes","2942","12","136056","740","139750","0.08"
"2025-10-28T14:25:34.291Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T14:25:21.309Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T14:25:09.030Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","3253","12","132803","2546","138614","0.11"
"2025-10-28T14:24:47.530Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T14:24:39.235Z","Included","claude-4.5-sonnet-thinking","Yes","121956","815","12030","3048","137849","0.61"
"2025-10-28T14:06:46.989Z","Included","claude-4.5-sonnet-thinking","No","1446","194","132087","229","133956","0.06"
"2025-10-28T14:06:42.753Z","Included","claude-4.5-sonnet-thinking","Yes","634","12","130827","695","132168","0.06"
"2025-10-28T14:06:38.112Z","Included","claude-4.5-sonnet-thinking","Yes","654","12","130173","139","130978","0.05"
"2025-10-28T14:06:30.800Z","Included","claude-4.5-sonnet-thinking","Yes","119326","853","12036","245","132460","0.55"
"2025-10-28T13:56:55.672Z","Included","claude-4.5-sonnet-thinking","No","3034","879","105293","23201","132407","0.47"
"2025-10-28T13:56:54.493Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T13:56:42.470Z","Included","claude-4.5-sonnet-thinking","Yes","93666","1154","12082","579","107481","0.44"
"2025-10-28T13:26:57.732Z","Included","claude-4.5-sonnet-thinking","No","2716","1449","82344","21158","107667","0.42"
"2025-10-28T13:26:36.739Z","Included","claude-4.5-sonnet-thinking","Yes","70652","3884","12338","905","87779","0.34"
"2025-10-28T13:24:22.536Z","Included","gpt-5-pro","No","0","2665","1491","20","4176","0.001"
"2025-10-28T12:55:29.330Z","Included","gpt-5-pro","No","0","56881","853","20360","78094","3.92"
"2025-10-28T12:53:17.825Z","Included","gpt-5-pro","Yes","0","54927","0","1042","55969","1.14"
"2025-10-28T12:49:03.065Z","Included","gpt-5-pro","Yes","0","54079","0","5424","59503","1.75"
"2025-10-28T12:49:03.025Z","Included","gpt-5-pro","Yes","0","0","0","0","0","0.00"
"2025-10-28T12:49:02.985Z","Included","gpt-5-pro","Yes","0","0","0","0","0","0.00"
"2025-10-28T12:49:02.944Z","Included","gpt-5-pro","Yes","0","0","0","0","0","0.00"
"2025-10-28T12:49:02.904Z","Included","gpt-5-pro","Yes","0","0","0","0","0","0.00"
"2025-10-28T12:46:14.882Z","Included","gpt-5-pro","Yes","0","11593","1515","1263","14371","0.33"
"2025-10-28T11:37:22.391Z","Included","gpt-5-pro","No","0","39565","778","508","40851","0.77"
"2025-10-28T11:34:02.466Z","Included","gpt-5-pro","Yes","0","38406","1173","2742","42321","1.07"
"2025-10-28T11:25:42.858Z","Included","gpt-5-pro","No","0","35787","833","8746","45366","1.88"
"2025-10-28T11:24:20.075Z","Included","gpt-5-pro","Yes","0","18439","1500","1962","21901","0.56"
"2025-10-28T09:04:17.973Z","Included","claude-4.5-sonnet-thinking","No","218795","1009","12671","360","232835","1.99"
"2025-10-28T08:52:04.717Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:52:00.262Z","Included","claude-4.5-sonnet-thinking","Yes","218535","807","12025","179","231546","1.98"
"2025-10-28T08:43:50.792Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:34.015Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:27.199Z","Included","claude-4.5-sonnet-thinking","Yes","1083","7","227189","840","229119","0.20"
"2025-10-28T08:43:25.844Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:19.861Z","Included","claude-4.5-sonnet-thinking","Yes","1236","7","225953","271","227467","0.18"
"2025-10-28T08:43:18.582Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:16.691Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:11.485Z","Included","claude-4.5-sonnet-thinking","Yes","2748","7","223205","374","226334","0.20"
"2025-10-28T08:43:11.425Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:11.330Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:11.094Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:43:02.691Z","Included","claude-4.5-sonnet-thinking","Yes","212358","1619","11506","255","225738","1.93"
"2025-10-28T08:31:43.998Z","Included","claude-4.5-sonnet-thinking","No","21728","1056","178469","23683","224936","0.59"
"2025-10-28T08:31:28.959Z","Included","claude-4.5-sonnet-thinking","Yes","1738","5","175933","90","177766","0.07"
"2025-10-28T08:31:24.891Z","Included","claude-4.5-sonnet-thinking","Yes","1306","7","174627","878","176818","0.08"
"2025-10-28T08:31:24.510Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:31:18.157Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:31:09.071Z","Included","claude-4.5-sonnet-thinking","Yes","1462","7","173165","339","174973","0.08"
"2025-10-28T08:31:07.757Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:31:02.509Z","Included","claude-4.5-sonnet-thinking","Yes","1224","6","171941","566","173737","0.08"
"2025-10-28T08:30:58.347Z","Included","claude-4.5-sonnet-thinking","Yes","681","7","171260","72","172020","0.07"
"2025-10-28T08:30:55.798Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:30:55.279Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:30:49.368Z","Included","claude-4.5-sonnet-thinking","Yes","6839","7","164421","283","171550","0.10"
"2025-10-28T08:30:49.332Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:30:47.428Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:30:38.837Z","Included","claude-4.5-sonnet-thinking","Yes","153574","1835","12056","374","167839","0.71"
"2025-10-28T08:17:18.492Z","Included","claude-4.5-sonnet-thinking","No","23470","980","173952","23620","222022","0.59"
"2025-10-28T08:17:02.469Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:55.145Z","Included","claude-4.5-sonnet-thinking","Yes","1234","7","171929","935","174105","0.08"
"2025-10-28T08:16:49.445Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:39.224Z","Included","claude-4.5-sonnet-thinking","Yes","1808","7","170121","636","172572","0.08"
"2025-10-28T08:16:37.976Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:35.634Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:29.213Z","Included","claude-4.5-sonnet-thinking","Yes","5700","7","164421","468","170596","0.09"
"2025-10-28T08:16:28.689Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:28.385Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:16:22.007Z","Included","claude-4.5-sonnet-thinking","Yes","28258","1232","137371","372","167233","0.18"
"2025-10-28T08:11:49.472Z","Included","claude-4.5-sonnet-thinking","No","21509","561","142980","594","165644","0.16"
"2025-10-28T08:11:36.519Z","Included","claude-4.5-sonnet-thinking","Yes","1896","7","140350","88","142341","0.06"
"2025-10-28T08:11:36.475Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:11:32.467Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:11:22.308Z","Included","claude-4.5-sonnet-thinking","Yes","4187","7","136163","866","141223","0.08"
"2025-10-28T08:11:13.084Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:11:11.447Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:11:07.477Z","Included","claude-4.5-sonnet-thinking","Yes","125316","981","12060","1838","140195","0.60"
"2025-10-28T08:08:31.373Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:08:27.652Z","Included","claude-4.5-sonnet-thinking","Yes","1111","7","133141","426","134685","0.06"
"2025-10-28T08:08:22.707Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:08:22.253Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:08:13.800Z","Included","claude-4.5-sonnet-thinking","Yes","1432","6","131709","335","133482","0.06"
"2025-10-28T08:08:02.368Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","1671","8","130038","639","132356","0.07"
"2025-10-28T08:08:02.064Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:07:58.743Z","Included","claude-4.5-sonnet-thinking","Yes","539","7","129499","956","131001","0.07"
"2025-10-28T08:07:49.152Z","Errored, Not Charged","claude-4.5-sonnet-thinking","Yes","2751","8","126748","114","129621","0.06"
"2025-10-28T08:07:44.749Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:07:41.763Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:07:27.853Z","Included","claude-4.5-sonnet-thinking","Yes","3401","8","123347","1700","128456","0.09"
"2025-10-28T08:07:26.797Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:07:21.147Z","Included","claude-4.5-sonnet-thinking","Yes","4158","8","119189","994","124349","0.08"
"2025-10-28T08:07:20.769Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:07:14.608Z","Included","claude-4.5-sonnet-thinking","No","108342","929","12048","287","121606","0.50"
"2025-10-28T08:03:56.312Z","Included","claude-4.5-sonnet-thinking","No","717","2281","114707","4521","122226","0.13"
"2025-10-28T08:03:55.615Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:03:28.208Z","Included","claude-4.5-sonnet-thinking","Yes","2745","4","111088","214","114051","0.06"
"2025-10-28T08:03:16.388Z","Included","claude-4.5-sonnet-thinking","Yes","2106","6","108982","1526","112620","0.08"
"2025-10-28T08:03:02.722Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:02:59.882Z","Included","claude-4.5-sonnet-thinking","Yes","1151","6","107831","949","109937","0.06"
"2025-10-28T08:02:55.229Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
